[2026-03-22T16:55:44.405+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-03-22T16:55:44.421+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: tmdb_raw_pipeline.trigger_stage manual__2026-03-22T16:55:13.015774+00:00 [queued]>
[2026-03-22T16:55:44.424+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: tmdb_raw_pipeline.trigger_stage manual__2026-03-22T16:55:13.015774+00:00 [queued]>
[2026-03-22T16:55:44.424+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2026-03-22T16:55:50.575+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42214 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.576+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42264 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.717+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42584 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.717+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42640 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.718+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42981 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.719+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:43037 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.720+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:43598 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.721+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:43653 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.723+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:44205 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.724+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:44261 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.741+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:44865 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.741+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:44921 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.742+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:45163 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.743+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:45213 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.744+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:45811 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.745+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:45867 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.746+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:46276 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.746+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:46353 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.747+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:46407 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.747+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:46484 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.751+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:47662 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.751+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:47718 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.753+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48095 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.753+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48165 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.754+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48215 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.754+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48270 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.754+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48306 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.755+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48376 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.755+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48426 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.755+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48486 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.756+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48745 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.757+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48800 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.758+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49047 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.759+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49111 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.759+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49155 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.760+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49218 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.761+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49472 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.762+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49535 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.763+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49723 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.764+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49792 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.766+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:50300 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.767+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:50371 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.770+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:50594 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.770+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:50667 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.781+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:51221 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.782+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:51319 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.785+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:51582 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.786+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:51658 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.789+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:52282 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.790+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:52338 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.795+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:53161 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.795+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:53213 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.796+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:53473 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.797+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:53529 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.799+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:54052 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.800+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:54112 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.800+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:54152 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.801+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:54202 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.806+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:55598 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.807+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:55654 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.808+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:55808 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.808+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:55888 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.808+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:55944 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.809+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:56027 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.809+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:56086 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.811+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:56169 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.812+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:56225 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.812+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:56310 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.831+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57131 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.832+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57214 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.833+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57270 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.834+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57355 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.835+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57659 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.836+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57742 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.836+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57798 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.837+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57879 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.838+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:58188 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.839+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:58244 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.839+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:58446 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.840+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:58484 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.842+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:59152 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.843+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:59207 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.846+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:60374 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.847+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:60438 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.850+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61074 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.851+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61166 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.853+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61432 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.854+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61506 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.854+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61609 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.855+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61691 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.856+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61877 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.856+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61933 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.861+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:62634 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.863+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:62727 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.864+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:62866 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.865+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:62912 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.874+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:63683 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.875+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:63739 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.881+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:63991 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.882+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:64045 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.884+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:64480 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.884+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:64536 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:51.145+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2026-03-22T16:55:51.171+0000] {taskinstance.py:1206} INFO - Marking task as SUCCESS. dag_id=tmdb_raw_pipeline, task_id=trigger_stage, run_id=manual__2026-03-22T16:55:13.015774+00:00, execution_date=20260322T165513, start_date=20260322T165544, end_date=20260322T165551
[2026-03-22T16:55:51.235+0000] {local_task_job_runner.py:240} INFO - Task exited with return code 0
[2026-03-22T16:55:51.253+0000] {taskinstance.py:3498} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2026-03-22T16:55:51.254+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
